Latitude;Longitude;Wegpunkttyp;Fahrzeug;Tour;Zeitstempel;Kommentar;MetaTag;MetaValue;
47,1398584329997;14,3065255467013;Wegpunkt;;;05.12.2024 04:22:28;;;;
47,1398409986401;14,3064987246095;Wegpunkt;;;05.12.2024 04:22:53;;;;
47,1398557507906;14,3065054301325;Wegpunkt;;;05.12.2024 04:42:59;;;;
47,1516480834274;14,4092595225131;Wegpunkt;;;05.12.2024 11:30:56;;;;
47,1515702993614;14,4094754403517;Wegpunkt;;;05.12.2024 11:30:58;;;;
47,151656130055;14,4094620293058;Wegpunkt;;;05.12.2024 11:31:02;;;;
47,1517258674935;14,4094915336067;Wegpunkt;;;05.12.2024 11:31:08;;;;
47,1517459840623;14,4093842452397;Wegpunkt;;;05.12.2024 11:31:23;;;;
47,151740619644;14,4093386476838;Wegpunkt;;;05.12.2024 11:31:25;;;;
47,1517459840623;14,4092300182122;Wegpunkt;;;05.12.2024 11:31:30;;;;
47,1518237681284;14,4092058783296;Wegpunkt;;;05.12.2024 11:31:43;;;;
47,1518707067889;14,4092876857094;Wegpunkt;;;05.12.2024 11:31:51;;;;
47,1519323975999;14,4093601053572;Wegpunkt;;;05.12.2024 11:31:55;;;;
47,1518666834752;14,4092917090232;Wegpunkt;;;05.12.2024 11:32:02;;;;
47,1519391031229;14,409341329893;Wegpunkt;;;05.12.2024 11:32:17;;;;
47,1519082577174;14,4092380648397;Wegpunkt;;;05.12.2024 11:32:23;;;;
47,1518707067889;14,4092058783296;Wegpunkt;;;05.12.2024 11:32:25;;;;
47,15181840371;14,4091146832177;Wegpunkt;;;05.12.2024 11:32:31;;;;
47,151847908011;14,4092300182122;Wegpunkt;;;05.12.2024 11:33:02;;;;
47,1518331558605;14,4092018550159;Wegpunkt;;;05.12.2024 11:33:25;;;;
47,1516829521467;14,4091173654269;Wegpunkt;;;05.12.2024 11:33:40;;;;
47,1516319901724;14,4091938083884;Wegpunkt;;;05.12.2024 11:33:50;;;;
47,1516681999962;14,4090798144984;Wegpunkt;;;05.12.2024 11:33:54;;;;
47,1515837104072;14,4091401642048;Wegpunkt;;;05.12.2024 11:34:11;;;;
47,1515112907595;14,4091562574599;Wegpunkt;;;05.12.2024 11:34:20;;;;
