Latitude;Longitude;Wegpunkttyp;Fahrzeug;Tour;Zeitstempel;Kommentar;MetaTag;MetaValue;
47,1058721605463;14,3583672856311;Wegpunkt;;;03.12.2024 05:37:12;;;;
47,106029069783;14,3582613383687;Wegpunkt;;;03.12.2024 05:37:13;;;;
47,1063898269171;14,3577128265925;Wegpunkt;;;03.12.2024 05:37:18;;;;
47,106481022029;14,3574177835833;Wegpunkt;;;03.12.2024 05:37:20;;;;
47,1065346662125;14,3563462410179;Wegpunkt;;;03.12.2024 05:37:26;;;;
47,1067720417244;14,3554973218141;Wegpunkt;;;03.12.2024 05:37:31;;;;
47,1072374050163;14,3545934173222;Wegpunkt;;;03.12.2024 05:37:37;;;;
47,1073741976842;14,3535098048156;Wegpunkt;;;03.12.2024 05:37:43;;;;
47,1074130897172;14,3533193679642;Wegpunkt;;;03.12.2024 05:37:44;;;;
47,1078838174274;14,3519259602979;Wegpunkt;;;03.12.2024 05:37:52;;;;
47,1079481904476;14,3508892864519;Wegpunkt;;;03.12.2024 05:37:57;;;;
47,1077684824329;14,3498673647563;Wegpunkt;;;03.12.2024 05:38:02;;;;
47,1070630614199;14,3483237533762;Wegpunkt;;;03.12.2024 05:38:11;;;;
47,1069933239814;14,3479871361248;Wegpunkt;;;03.12.2024 05:38:13;;;;
47,1068297092217;14,3450863269023;Wegpunkt;;;03.12.2024 05:38:27;;;;
47,1069933239814;14,3442830052545;Wegpunkt;;;03.12.2024 05:38:31;;;;
47,1072159473429;14,3435641731956;Wegpunkt;;;03.12.2024 05:38:35;;;;
47,1072937314089;14,3419199789715;Wegpunkt;;;03.12.2024 05:38:43;;;;
47,1072977547227;14,3417027200283;Wegpunkt;;;03.12.2024 05:38:44;;;;
47,1072669093172;14,3410402143622;Wegpunkt;;;03.12.2024 05:38:47;;;;
47,1067774061428;14,3393759035692;Wegpunkt;;;03.12.2024 05:38:55;;;;
47,106695598763;14,3392082654958;Wegpunkt;;;03.12.2024 05:38:56;;;;
47,106204754484;14,3384639524498;Wegpunkt;;;03.12.2024 05:39:01;;;;
47,1049669149498;14,3354384205007;Wegpunkt;;;03.12.2024 05:39:17;;;;
47,1026870371513;14,3329841991057;Wegpunkt;;;03.12.2024 05:39:36;;;;
47,1025274457054;14,3326837916782;Wegpunkt;;;03.12.2024 05:39:38;;;;
47,1024322272797;14,3323458333222;Wegpunkt;;;03.12.2024 05:39:40;;;;
47,1023557843182;14,3318174381147;Wegpunkt;;;03.12.2024 05:39:43;;;;
47,1023222567035;14,3316430945184;Wegpunkt;;;03.12.2024 05:39:44;;;;
47,1017482639401;14,3302510279567;Wegpunkt;;;03.12.2024 05:39:54;;;;
47,1016020835401;14,3296408253694;Wegpunkt;;;03.12.2024 05:39:58;;;;
47,1014840663364;14,3293967443345;Wegpunkt;;;03.12.2024 05:40:00;;;;
47,1008041263106;14,328751673028;Wegpunkt;;;03.12.2024 05:40:11;;;;
47,1002851188353;14,3285330729802;Wegpunkt;;;03.12.2024 05:40:17;;;;
47,1001375973307;14,3283962803123;Wegpunkt;;;03.12.2024 05:40:19;;;;
47,1000262856499;14,3281964557288;Wegpunkt;;;03.12.2024 05:40:21;;;;
47,0995273947434;14,3264422909285;Wegpunkt;;;03.12.2024 05:40:35;;;;
47,0992175995837;14,3259366944991;Wegpunkt;;;03.12.2024 05:40:40;;;;
47,098976200758;14,3256966367779;Wegpunkt;;;03.12.2024 05:40:43;;;;
47,098891711169;14,3256201938164;Wegpunkt;;;03.12.2024 05:40:44;;;;
47,0979918299909;14,3248758807704;Wegpunkt;;;03.12.2024 05:40:54;;;;
47,097633755066;14,3242925002749;Wegpunkt;;;03.12.2024 05:40:59;;;;
47,097087925499;14,322904457027;Wegpunkt;;;03.12.2024 05:41:09;;;;
47,0964549241337;14,3220783366012;Wegpunkt;;;03.12.2024 05:41:17;;;;
