Latitude;Longitude;Wegpunkttyp;Fahrzeug;Tour;Zeitstempel;Kommentar;MetaTag;MetaValue;
47,1398302698034;14,3064786080407;Wegpunkt;;;21.11.2024 05:44:14;;;;
47,1398289286988;14,3064786080407;Wegpunkt;;;21.11.2024 05:45:14;;;;
47,1398289286988;14,3064786080407;Wegpunkt;;;21.11.2024 05:46:14;;;;
47,1398289286988;14,3064786080407;Wegpunkt;;;21.11.2024 05:47:14;;;;
47,1398289286988;14,3064786080407;Wegpunkt;;;21.11.2024 05:48:14;;;;
47,1398289286988;14,3064786080407;Wegpunkt;;;21.11.2024 05:49:14;;;;
47,1396907949263;14,306344497582;Wegpunkt;;;21.11.2024 05:50:01;;;;
47,1396116697557;14,3063082877581;Wegpunkt;;;21.11.2024 05:50:04;;;;
47,1391905629152;14,3063149932811;Wegpunkt;;;21.11.2024 05:50:12;;;;
47,1390510880381;14,3063176754902;Wegpunkt;;;21.11.2024 05:50:14;;;;
47,138833829095;14,3063257221178;Wegpunkt;;;21.11.2024 05:50:17;;;;
47,1386930131133;14,3062586668884;Wegpunkt;;;21.11.2024 05:50:19;;;;
47,1385562204454;14,3062559846792;Wegpunkt;;;21.11.2024 05:50:21;;;;
47,1384623431243;14,3063538853141;Wegpunkt;;;21.11.2024 05:50:23;;;;
47,1384234510913;14,306497383505;Wegpunkt;;;21.11.2024 05:50:25;;;;
47,1383724891169;14,306575167571;Wegpunkt;;;21.11.2024 05:50:27;;;;
47,1382987283646;14,3066100362903;Wegpunkt;;;21.11.2024 05:50:34;;;;
47,138066717271;14,306575167571;Wegpunkt;;;21.11.2024 05:50:54;;;;
47,1379942976233;14,3065389577472;Wegpunkt;;;21.11.2024 05:50:56;;;;
47,1379111491389;14,3064477626352;Wegpunkt;;;21.11.2024 05:50:58;;;;
47,137836047282;14,306282806771;Wegpunkt;;;21.11.2024 05:51:00;;;;
47,1378253184453;14,3060776177691;Wegpunkt;;;21.11.2024 05:51:02;;;;
47,1380117319829;14,304878670268;Wegpunkt;;;21.11.2024 05:51:11;;;;
47,13800502646;14,3045286419707;Wegpunkt;;;21.11.2024 05:51:13;;;;
47,1379916154141;14,3043449106422;Wegpunkt;;;21.11.2024 05:51:14;;;;
47,1376885257774;14,3027650894383;Wegpunkt;;;21.11.2024 05:51:23;;;;
47,1365807733882;14,3002947747883;Wegpunkt;;;21.11.2024 05:51:38;;;;
47,1364077708964;14,2996443390634;Wegpunkt;;;21.11.2024 05:51:42;;;;
47,1362723193331;14,2993761181459;Wegpunkt;;;21.11.2024 05:51:44;;;;
47,1361838064303;14,2992674886744;Wegpunkt;;;21.11.2024 05:51:45;;;;
47,1358901045257;14,2990059732798;Wegpunkt;;;21.11.2024 05:51:48;;;;
