tracking_id,num_points,bbox_area,point_density,avg_segment_distance,num_stops,street_length_total,intersection_count,street_density_km,edge_density_km,circuity_avg,intersection_density_km,node_density_km,cluster,pca1,pca2
72642,56,0.0007320483151036,76393.32748767713,133.78351103185315,56,36763.10857858631,188.0,9558.746143245056,19103.856542307694,1.0840628279129745,48.881728026035546,72.80257365579763,1,4.231602536469918,-0.41604162599907746
72661,108,0.0023441161928194,46053.15520428683,80.46856968778567,108,34229.9734764628,161.0,5494.237353518072,10984.19206201613,1.0788317718068738,25.84203620621146,39.80636633006485,1,0.8959707809975352,-0.5116898092076592
72677,132,0.0028438415527309,46399.77220287843,128.48339297245104,132,104376.68283623771,452.0,6065.25930038464,11575.558419294905,1.0749322031111208,26.26541799642303,36.78320706136234,3,1.099872218414524,1.298726221167977
72736,173,0.0042579117807454,40620.70521914383,101.08545337068486,173,132709.404217131,663.0,5433.074466089914,10485.537382659695,1.0535737603844866,27.142977487292693,35.617481770655566,3,1.0146193177080103,2.2142948213127736
72757,183,0.0041400883900462,44191.280833287965,89.45697957684962,183,64790.53978232456,253.0,3195.605463894636,6366.8359821948825,1.1167095594629377,12.478491228528176,17.657311698865957,0,-1.2863109683188083,0.36801466817931366
72813,204,0.0039971723072279,51023.31373543058,99.17256761840868,204,83005.71722277849,433.0,4668.768671469808,8838.123084441944,1.0472227058137689,24.35466980329476,31.610449028756705,3,0.4563042010735548,0.8253340566678405
72940,78,0.0021804371957333,35756.2437060122,98.3322524980531,78,41844.26473444347,198.0,7138.74409123319,14185.506960618332,1.06831623774375,33.779332461318035,50.15719062438132,1,2.183987092357953,-0.35209395254964626
73014,135,0.0038032558112308,35486.57259100632,92.19264774244698,135,72232.52526116879,399.0,10453.300270778664,20056.949062903288,1.072051689248135,57.74222613649764,68.74074540059243,1,4.818548603398767,0.6393795192490911
73038,151,0.0009525213920015,158360.3695382635,123.15935251883842,151,1773.5579800108387,6.0,426.1551635936274,852.3103271872546,1.0199123396899636,1.441695738385806,2.4028262306430097,0,-2.78057717912356,-1.6391766551616078
73041,72,0.0010654287385449,67515.0597481412,89.80469427294415,72,21660.447835892428,112.0,6388.232431904407,12768.595774011626,1.0757740132861695,33.03172851245046,52.20192809556902,1,1.8426329285725576,-0.8667293577312684
73049,137,0.0003909312983731,349551.05797540373,57.55377330788761,137,7432.128958047192,34.0,3725.5457419344393,7451.091483868878,1.042513828043112,17.043374239170006,29.073991349172367,0,-0.2704563078048349,-1.404488470196686
73105,130,0.0042619311214865,30495.449327050832,129.26972290726945,130,150266.04316805844,762.0,6381.427247132809,12350.598847720974,1.0647867909896132,32.36025558267203,42.12778679528957,3,1.7245620629598046,2.7910801378295313
73115,223,0.0016784368461549,132782.60537784136,71.9290767145751,223,47760.99018191072,238.0,6113.23464786362,12145.37652683214,1.0587155026438668,30.463142423345275,43.39077849375651,1,1.5209013134605294,-0.19338675191035434
73141,62,0.0010098286751561,61335.81439052678,90.38494046601323,62,9432.331887890756,45.0,5138.156080466474,10065.02661459877,1.0207127370059264,24.51324087926,30.505366427523555,1,0.7072197585183158,-1.4364711338721148
73206,184,0.0065173112154517,28228.170444489537,99.57464172377892,184,154252.2643545518,791.0,6277.528450681658,12217.061411721934,1.0592153231665598,32.190937522160695,43.78944219196575,3,1.763361971361212,2.9042316132287733
73209,56,0.0017688810766496,31640.54395451568,125.06912811631608,56,30333.370900639256,145.0,6320.495908588415,12635.432240778724,1.074383952836899,30.213322144358383,47.09110899741376,1,1.6026364327578206,-0.6402951917596656
