tracking_id,num_points,bbox_area,point_density,avg_segment_distance,num_stops,duration,length
100321,2490,0.008338387772061825,298583.0696519313,47.35191505317062,2490,349460000000,132.855428049761
100322,1378,0.008274516775352389,166515.2808467749,52.6231268137777,1378,200210000000,73.55691433812139
100323,2555,0.008873196245177677,287913.39851070027,33.55835221165976,2555,286410000000,87.92749326240968
100324,957,0.058462752216594686,16369.116994997794,71.19376635516129,957,146590000000,68.93466144587417
100325,1458,0.0679932916233096,21442.97653805063,79.10178749748125,1458,240510000000,116.46842136061098
100327,1953,0.012758620682715452,153060.97638510444,44.03256001775244,1953,245220000000,87.41728400950046
100330,2450,0.025509125162348083,96040.29711371628,49.579426244778375,2450,340410000000,123.3596597446107
100333,1810,0.013124349988586909,137901.08466241873,55.974942306425845,1810,357690000000,102.73236258341123
100334,870,0.007947794133831895,109450.56386566613,69.9984290674463,870,177220000000,61.43381320339435
100336,2373,0.008870861744706318,267474.8624679512,37.08557628439893,2373,334190000000,90.00108248695335
100337,1493,0.01511546490867845,98766.4780766871,45.74787343633079,1493,254450000000,69.65637837893354
100338,265,0.06304118468798878,4203.534527103557,196.69809518271887,265,36520000000,52.08119121505025
100340,1421,0.037915486818889094,37477.10083973528,72.73888789512357,1421,270550000000,104.5530307154898
100342,2118,0.012459946976713028,169971.0306093197,40.34722526677559,2118,248020000000,86.9976006890452
100344,3938,0.019791130960848745,198967.96397466474,36.379259970993814,3938,358660000000,146.06366532890408
100348,2263,0.007497775931443085,301782.58701010444,37.180871564869776,2263,314680000000,86.16710003837355
100350,983,0.0740554154033184,13273.664336121143,83.34965375806902,983,155990000000,82.83380514903547
100351,1504,0.014746462753225066,101983.64458802217,64.65452833012363,1504,244610000000,98.78963120908067
100352,2010,0.07595333091429128,26463.27043902385,62.26375056574973,2010,335020000000,127.13216948012078
100353,1384,0.015040310951054226,92013.25632477515,62.85339572643686,1384,249110000000,88.14977308310216
100356,2370,0.015330946513345637,154579.19827316396,48.48836745256008,2370,328740000000,116.49680580976707
100359,1253,0.012545265152216194,99870.35861255236,46.93902017726375,1253,190560000000,59.85305173801838
100360,1970,0.05646926986078571,34885.613347635415,91.11999658248779,1970,303510000000,181.110715418336
100363,3081,0.01925283653378959,160020.0559817254,41.0538568216337,3081,334490000000,128.45886367314841
100364,2985,0.010621046936283742,281019.2816794632,49.932382776245326,2985,341890000000,150.8600799098504
100366,1951,0.025928405782998626,75242.75782976986,53.54970532069353,1951,326550000000,105.85040364363644
100367,1542,0.07722585258134365,19967.148063891367,72.6161979173536,1542,178370000000,112.78468717702931
100369,951,0.02257690656659412,42120.822725304526,66.70647838438728,951,177240000000,64.19117538979523
100370,946,0.05842054290592194,16192.656902666431,71.90585131124173,946,145950000000,68.66495603333736
100372,1226,0.005987340741516615,204731.16893637244,57.59091685495917,1226,241890000000,71.50499583144969
100373,2938,0.02781801466819589,105611.21718516044,42.104369976175455,2938,359550000000,125.89200825054824
100374,2112,0.013952438645025024,151360.5394146349,47.55093527228106,2112,241620000000,101.7739137597639
100377,2930,0.011083476209523933,264333.6450560022,46.62140837945101,2930,333970000000,138.4551881715513
100378,2293,0.008102370591302576,282968.67015573726,35.980108195468276,2293,298270000000,84.38673902432404
100379,996,0.022984060353852774,43332.494440592134,72.09083431575925,996,187060000000,71.89103760507007
100382,2058,0.07132153688357801,28854.834529502747,54.27929236879265,2058,349150000000,113.38397831528219
100383,1251,0.005230027768429199,239149.94440483671,53.91371731449014,1251,207030000000,68.46468441304377
100384,2237,0.028830216020094043,77589.51264632448,41.936681704571086,2237,278600000000,95.30944672997606
100385,1278,0.07769539083983645,16448.64048620318,72.75111480712084,1278,176840000000,93.58983132546116
100386,2464,0.027527598767818497,89506.91681701093,54.15441072554567,2464,320620000000,135.25333103160827
100387,2301,0.014122427357418964,162920.79406570506,44.21804700845729,2301,270120000000,103.29546823929672
100388,3033,0.02261157728042304,134128.89483525773,42.66544239360016,3033,341560000000,131.25096762816239
100389,2433,0.010917888845152055,222824.87114796878,52.29401078699226,2433,329820000000,129.10357725687035
100391,1563,0.007722693631537263,202364.3187526216,57.72585441207899,1563,286430000000,91.62087671166753
100392,2329,0.0036888481226581894,631191.2909635353,32.106154348982024,2329,290110000000,76.78663390625856
100394,1234,0.007660184156681602,161071.7057262986,58.11708756219474,1234,209930000000,72.64574151836653
100396,1953,0.012741043573051348,153272.11752206506,43.067113697303284,1953,216640000000,85.40480268154529
100397,1319,0.016250380215211642,81162.33713893344,47.7885630749235,1319,191500000000,63.950199794008704
100398,2203,0.0076454268029832895,288108.427212105,52.246347341110976,2203,300520000000,116.57298446351612
100402,1949,0.012075331273140982,161390.07418045736,46.0525771209972,1949,265520000000,91.13149364314582
100403,2764,0.009091711571676146,303979.72906232695,34.80003610664873,2764,340660000000,98.2153674893086
100404,2981,0.010647456261763378,279946.6821030402,48.54567566032868,2981,358370000000,146.59688531362386
100406,2248,0.003037278442515404,739892.6867739188,28.371555177758932,2248,289080000000,65.77188672834444
100407,2149,0.07632120613246243,28156.94289903338,54.96586225988791,2149,352090000000,120.09841645987728
100408,1496,0.06814016915656886,21954.42224600845,76.62623850693845,1496,264850000000,115.73573944077404
100409,1824,0.025645226394870265,71121.57445373073,58.55291713788791,1824,265560000000,108.09638902362424
100411,1301,0.012749174355265593,102037.82032695971,48.392706870246165,1301,236690000000,63.81424240214299
100412,1861,0.004212095816459143,441717.93879685836,38.57707198101098,1861,341750000000,73.42242830079852
100414,1253,0.0037256950545630674,336222.8413257995,45.436418930945926,1253,215600000000,57.86983345512765
100415,1245,0.006512640063428339,191137.36526373492,53.33834083183654,1245,210380000000,67.44775274576047
100417,1169,0.06308856294216009,18529.21379518397,85.90170372869733,1169,344910000000,101.32344084550613
100419,1345,0.05386820030312459,24967.88503322158,78.93164602878585,1345,289890000000,107.4704781082548
100420,1844,0.017178027447516602,107340.18591177979,55.970214540001514,1844,342280000000,104.82779835846534
100421,1298,0.05639577134234212,23015.501935754874,59.742294406588755,1298,252130000000,78.76885176475867
100422,1151,0.07374780158398525,15607.033270760872,104.53332530068177,1151,159150000000,120.92199066179568
100423,1166,0.07148389788398447,16311.137520156288,109.23882906517747,1166,327430000000,128.23652372649372
100424,1737,0.06547654199994446,26528.17969253448,86.97952940048934,1737,348160000000,152.58865234644657
100425,2238,0.05177394026868067,43225.54479804576,58.55874325740692,2238,315400000000,132.7384887426751
100429,392,0.04126139059171725,9500.176659146056,136.4151905172983,392,49300000000,53.57449176573479
100430,2162,0.05174210605181303,41783.34400403173,57.310855533290784,2162,271630000000,125.50393249232188
100435,1161,0.017977402542399025,64577.48385942397,64.07808128263784,1161,158330000000,74.83828509289326
100438,3173,0.007970347561045888,398050.640208653,34.44629336005428,3173,307330000000,111.3228742972821
100439,1349,0.038728107749182686,34831.682896915394,58.396769840361536,1349,161820000000,79.45924836887168
100442,850,0.041076262360083916,20692.712979479667,118.00464452045465,850,103420000000,100.62290106270592
100443,2403,0.05251437016281384,45758.03222085189,74.38975405716424,2403,315750000000,180.49951138088667
100445,1332,0.0033794978983152694,394024.7975494455,44.05352730789479,1332,141860000000,59.624847808104064
100447,1964,0.0037095284559731903,529304.6592429072,43.38974989199202,1964,249750000000,86.53334939945607
100450,1782,0.055020646266078624,32387.25339809798,74.52930570770212,1782,326870000000,134.1500635222952
100452,919,0.03657406913252299,25126.405002002146,91.63921525575243,919,264030000000,84.7886882909952
100453,1596,0.06883216031789233,23186.49895819384,93.33837289103295,1596,276910000000,150.17782918961066
100456,447,0.019952725892757966,22401.83123705407,113.0280815977503,447,68060000000,50.70628687313659
100459,1233,0.034344347577916254,35900.05887122854,87.4609786791266,1233,282140000000,109.05370735755103
100460,2092,0.05175850229074436,40417.69930956411,60.32258765354616,2092,260340000000,127.51255918079357
100462,711,0.06952422110513927,10226.504694243155,96.18584518879304,711,148990000000,68.7866036398052
100463,134,0.07671127119324682,1746.7870252783803,378.70538745118705,134,69540000000,50.46250152126926
100464,1283,0.07088048737904364,18100.635969150437,86.90203764834892,1283,276090000000,112.44570636488852
100468,1649,0.05951767842964838,27705.588287702543,79.76457384429526,1649,338170000000,132.9411837605834
100471,3627,0.028812751709011476,125877.39481581147,33.33115707674499,3627,310930000000,121.60619064310526
100473,2152,0.05186975766033054,41487.730217709846,59.07250491859787,2152,299220000000,128.39229227402254
100477,1591,0.05264861682661766,30218.643475400382,111.1452292356051,1591,294000000000,177.5985072316959
100479,567,0.05544007615473273,10227.074207894826,103.85957800084564,567,75330000000,59.009088965629836
100480,925,0.06844676708898768,13513.95435292176,95.28032259806913,925,104430000000,88.34986493126362
100481,1596,0.012675594725301451,125901.3192884138,70.79568425197812,1596,298920000000,113.74979061278925
100482,1212,0.007695301942554157,157478.2290308345,82.68710096209455,1212,240410000000,100.50188045194204
100483,1201,0.04967350184808581,24177.393940917398,91.01705106104696,1201,202770000000,109.78155374810513
100484,898,0.035442769779957604,25335.905451789506,90.2408374441099,898,181260000000,81.27041086314946
100485,1607,0.00420427145336641,382139.42139539216,48.83114850494364,1607,336810000000,79.05513836644565
100491,1854,0.05784364612754999,32051.36731084582,70.28119065116333,1854,341490000000,131.37458516692823
100492,570,0.05545311731384298,10278.767882537573,102.77845133458878,570,80200000000,58.62383323831993
100493,2062,0.02342729751171237,88013.22413500838,69.56601231961837,2062,299820000000,143.9796644959343
100494,1870,0.02019640915959109,92586.13246996574,54.34842880253031,1870,291840000000,102.18961243869444
100495,1451,0.07042524931587445,20603.113385919543,85.819241067585,1451,239260000000,124.88299276608753
100496,1169,0.032367088121056216,36115.81863062025,57.725614595614154,1169,163270000000,67.82615712731177
100497,1580,0.03205516791237876,49288.48651899748,69.86841094968419,1580,294950000000,111.05639644260157
100498,1621,0.02479239932336016,65380.30460682757,85.52585508600211,1621,315110000000,139.2880038771739
100499,1847,0.03644683582085322,50675.16241782618,68.0730177994173,1847,322470000000,126.34544320901075
100500,1137,0.010418801373853844,109119.16256417774,64.95491187171834,1137,213360000000,74.2666674914512
100501,1543,0.016738944407405015,92174.73860411654,70.24949654339174,1543,241310000000,108.88825643502605
100502,1282,0.03706556401055792,34586.42672233767,70.48632235109025,1282,294100000000,90.95780369916784
100503,1314,0.06543547556719163,20080.54358995474,101.43883273967757,1314,226640000000,133.92556165460093
100504,1937,0.036051364185235885,53727.40578253777,61.73187467803841,1937,333170000000,120.51315372278681
100505,1398,0.04503133453291006,31044.359891631382,93.09400951805576,1398,356180000000,131.160654226521
100506,1375,0.048513092815186495,28342.279948179927,80.46176913723518,1375,235700000000,111.20630467101496
100509,1989,0.03642861735674746,54598.43238324871,64.03132371573189,1989,292800000000,128.2076373574147
100511,1108,0.04838798327193178,22897.77393695932,85.93860479908707,1108,239690000000,96.02484329533128
100512,1301,0.03233236975253348,40237.068080355595,52.41081247063459,1301,162650000000,68.76920165067075
100513,2121,0.03109991684895992,68197.34640944935,65.99165954820857,2121,328040000000,141.08590594691233
100514,1035,0.012313813997559939,84045.11835948763,62.398494564589946,1035,231710000000,65.08919775699492
100517,1061,0.004739115802387495,223834.19398015484,73.93958384099831,1061,181730000000,78.77975431258254
100518,1442,0.048378740563236725,29805.864670050778,74.108749949132,1442,216380000000,107.3160936475986
100520,1526,0.127924839323594,11928.786303601388,105.8923008246471,1526,320310000000,161.9175968776514
100522,1484,0.03519716145157618,42161.2930562186,43.993731325767804,1484,285920000000,66.24830993717362
100523,1519,0.06521034477890826,23293.492952031564,84.91700203899543,1519,331450000000,130.08914028827382
100524,2168,0.1634044740965919,13267.609374692407,101.79862654794445,2168,348190000000,221.27636098452783
