tracking_id,label,length,duration,num_points,bbox_area,point_density,avg_segment_distance,total_distance,straightness,mean_heading_change,num_stops
99476,URBAN,21.069127418312828,154.46,782,8012204.292248915,9.76011059473879e-05,26.377507613273742,20600.833445966793,0.12908479926946856,1.0780897010882602,782
99713,SUBURBAN,43.080973969201644,274.96,734,11076719.106344532,6.626510909530175e-05,57.35068753526414,42038.05396334862,0.000255841961720877,0.8047320334195112,734
99307,SUBURBAN,113.67993239267285,250.73,1496,136924935.55149114,1.0925694388495166e-05,75.22801343151619,112465.8800801167,4.028642628585308e-05,0.5927504298131132,1496
100913,RURAL,134.66980425235172,385.71,1934,247797469.98101106,7.804760880521485e-06,69.1086922716873,133587.10216117156,0.06909324332418397,0.6117237486974635,1934
99944,RURAL,227.1800980057785,863.48,3033,634632859.9409149,4.77914112465335e-06,72.71548048889376,220473.3368423259,0.00010571316558426636,1.6711180070523226,3033
100012,TOWN,72.48431563513687,253.97,1179,60306527.18612748,1.9550122598855104e-05,60.695471400582626,71499.26530988634,0.16026205174001548,0.6945191551750138,1179
99496,URBAN,26.161850945051526,289.38,706,11700290.961448666,6.0340379767147825e-05,36.65201943566317,25839.673702142536,0.0006715229758092174,0.8553623746351859,706
99729,TOWN,105.76829013464258,348.15,1224,198837115.54213002,6.1557923764019306e-06,85.32039354193411,104346.84130178542,0.0008342789675394698,0.7394735352875573,1224
